geneId	geneSymbol	geneName	diseaseId	diseaseName	score	NumberOfPubmeds	associationType	source
3952	LEP	leptin	umls:C0020538	Hypertension	0.432198002613907	37	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
6356	CCL11	chemokine (C-C motif) ligand 11	umls:C0004096	Asthma	0.432195353208704	17	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
5925	RB1	retinoblastoma 1	umls:C0035335	Retinoblastoma	0.432002504706948	267	Biomarker	CTD_human, GAD, LHGDN, BeFree
2706	GJB2	gap junction protein, beta 2, 26kDa	umls:C0018784	Hearing Loss, Sensorineural	0.431897329231429	141	Biomarker	CTD_human, GAD, LHGDN, BeFree
7389	UROD	uroporphyrinogen decarboxylase	umls:C0162566	Porphyria Cutanea Tarda	0.431771985367335	62	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
7124	TNF	tumor necrosis factor	umls:C0020538	Hypertension	0.431707962322704	25	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
3567	IL5	interleukin 5 (colony-stimulating factor, eosinophil)	umls:C0014457	Eosinophilia	0.431606184900011	73	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
6638	SNRPN	small nuclear ribonucleoprotein polypeptide N	umls:C0032897	Prader-Willi Syndrome	0.431310276043063	88	Biomarker	CTD_human, MGD, LHGDN, BeFree
3630	INS	insulin	umls:C0002395	Alzheimer Disease	0.430914652063783	74	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
114798	SLITRK1	SLIT and NTRK-like family, member 1	umls:C0040517	Tourette Syndrome	0.430871011770471	17	Biomarker	CTD_human, MGD, GAD, LHGDN, BeFree
3481	IGF2	insulin-like growth factor 2 (somatomedin A)	umls:C2239176	Carcinoma, Hepatocellular	0.43063647655295	57	Biomarker	CTD_human, RGD, LHGDN, BeFree
5122	PCSK1	proprotein convertase subtilisin/kexin type 1	umls:C0028754	Obesity	0.430552070757	34	Biomarker	CTD_human, MGD, GAD, BeFree
5741	PTH	parathyroid hormone	umls:C0020437	Hypercalcemia	0.430452942739511	109	Biomarker	CTD_human, RGD, BeFree
3717	JAK2	Janus kinase 2	umls:C0040028	Thrombocythemia, Essential	0.430349824052991	234	Biomarker	CTD_human, GAD, LHGDN, BeFree
7157	TP53	tumor protein p53	umls:C2239176	Carcinoma, Hepatocellular	0.430349824052991	474	Biomarker	CTD_human, GAD, LHGDN, BeFree
7157	TP53	tumor protein p53	umls:C2239176	Carcinoma, Hepatocellular	0.430349824052991	474	Therapeutic	CTD_human, GAD, LHGDN, BeFree
2950	GSTP1	glutathione S-transferase pi 1	umls:C0024121	Lung Neoplasms	0.430222893842085	13	Biomarker	CTD_human, CTD_mouse, LHGDN
9401	RECQL4	RecQ protein-like 4	umls:C0032339	Rothmund-Thomson Syndrome	0.429776493844194	47	Biomarker	CTD_human, MGD, GAD, LHGDN, BeFree
4068	SH2D1A	SH2 domain containing 1A	umls:C1868674	Lymphoproliferative Syndrome, X-Linked, 1	0.429557267953055	99	GeneticVariation	UNIPROT, MGD, BeFree
6607	SMN2	survival of motor neuron 2, centromeric	umls:C0026847	Muscular Atrophy, Spinal	0.429483930220107	557	Therapeutic	CTD_human, GAD, LHGDN, BeFree
624	BDKRB2	bradykinin receptor B2	umls:C0020538	Hypertension	0.429390880380889	15	Biomarker	CTD_human, RGD, GAD, BeFree
3816	KLK1	kallikrein 1	umls:C0020538	Hypertension	0.429283804147788	20	Therapeutic	CTD_human, RGD, GAD, LHGDN, BeFree
4846	NOS3	nitric oxide synthase 3 (endothelial cell)	umls:C0242350	Erectile Dysfunction	0.429225079913564	23	Biomarker	CTD_human, RGD, GAD, BeFree
4846	NOS3	nitric oxide synthase 3 (endothelial cell)	umls:C0242350	Erectile Dysfunction	0.429225079913564	23	Therapeutic	CTD_human, RGD, GAD, BeFree
7099	TLR4	toll-like receptor 4	umls:C0243026	Sepsis	0.428426470844236	36	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
3586	IL10	interleukin 10	umls:C0243026	Sepsis	0.428390778766535	35	Therapeutic	CTD_human, RGD, GAD, LHGDN, BeFree
2332	FMR1	fragile X mental retardation 1	umls:C1839780	Fragile X Tremor Ataxia Syndrome	0.428064476642294	94	Biomarker	CTD_human, MGD, BeFree
1499	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	umls:C0009375	Colonic Neoplasms	0.428002877617397	22	Biomarker	CTD_human, RGD, LHGDN, BeFree
2562	GABRB3	gamma-aminobutyric acid (GABA) A receptor, beta 3	umls:C0004352	Autistic Disorder	0.427995154787256	20	Biomarker	CTD_human, MGD, GAD, LHGDN, BeFree
3553	IL1B	interleukin 1, beta	umls:C0021368	Inflammation	0.427979845460874	19	Biomarker	CTD_human, RGD, GAD, LHGDN
1910	EDNRB	endothelin receptor type B	umls:C0019569	Hirschsprung Disease	0.427888078554155	30	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
26047	CNTNAP2	contactin associated protein-like 2	umls:C0004352	Autistic Disorder	0.427660904447403	22	Biomarker	CTD_human, MGD, GAD, LHGDN, BeFree
4843	NOS2	nitric oxide synthase 2, inducible	umls:C0004096	Asthma	0.427362346185251	24	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
627	BDNF	brain-derived neurotrophic factor	umls:C0005586	Bipolar Disorder	0.427279056267657	82	Biomarker	CTD_human, GAD, LHGDN, BeFree
1401	CRP	C-reactive protein, pentraxin-related	umls:C0003873	Arthritis, Rheumatoid	0.427222227279654	56	Biomarker	CTD_human, RGD, LHGDN, BeFree
595	CCND1	cyclin D1	umls:C0009404	Colorectal Neoplasms	0.427012786519017	11	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
7124	TNF	tumor necrosis factor	umls:C0038454	Stroke	0.426956711689998	31	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
2020	EN2	engrailed homeobox 2	umls:C0004352	Autistic Disorder	0.426800921738647	15	Biomarker	CTD_human, MGD, GAD, LHGDN, BeFree
8200	GDF5	growth differentiation factor 5	umls:C0029408	Osteoarthritis	0.42626517885377	29	Biomarker	CTD_human, MGD, GAD, LHGDN, BeFree
5310	PKD1	polycystic kidney disease 1 (autosomal dominant)	umls:C0022680	Polycystic Kidney Diseases	0.42622948677607	39	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
4524	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	umls:C0007222	Cardiovascular Diseases	0.426123164701953	101	Biomarker	CTD_human, GAD, LHGDN, BeFree
326	AIRE	autoimmune regulator	umls:C0085859	Polyglandular autoimmune syndrome type I	0.42597456880723	91	GeneticVariation	UNIPROT, MGD, BeFree
10232	MSLN	mesothelin	umls:C0025500	Mesothelioma	0.425821202875613	29	Biomarker	CTD_human, RGD, LHGDN, BeFree
4879	NPPB	natriuretic peptide B	umls:C0020538	Hypertension	0.42529547050671	19	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
4879	NPPB	natriuretic peptide B	umls:C0020538	Hypertension	0.42529547050671	19	Therapeutic	CTD_human, RGD, GAD, LHGDN, BeFree
889	KRIT1	KRIT1, ankyrin repeat containing	umls:C2919945	Cavernous hemangioma of brain	0.425244694488098	74	GeneticVariation	UNIPROT, MGD, GAD, BeFree
2629	GBA	glucosidase, beta, acid	umls:C0030567	Parkinson Disease	0.424928931653345	87	Biomarker	CTD_human, GAD, LHGDN, BeFree
5728	PTEN	phosphatase and tensin homolog	umls:C0004352	Autistic Disorder	0.42480807962071	23	Biomarker	CTD_human, MGD, GAD, LHGDN, BeFree
1401	CRP	C-reactive protein, pentraxin-related	umls:C0020538	Hypertension	0.424272336735833	44	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
5506	PPP1R3A	protein phosphatase 1, regulatory subunit 3A	umls:C0011860	Diabetes Mellitus, Type 2	0.423983788989655	14	GeneticVariation	UNIPROT, MGD, GAD, BeFree
1180	CLCN1	chloride channel, voltage-sensitive 1	umls:C0027127	Myotonia Congenita	0.423675220211529	37	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
613	BCR	breakpoint cluster region	umls:C0023473	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	0.423449941350997	364	Biomarker	CTD_human, GAD, LHGDN, BeFree
2099	ESR1	estrogen receptor 1	umls:C1458155	Breast Neoplasms	0.423449941350997	400	Biomarker	CTD_human, GAD, LHGDN, BeFree
7157	TP53	tumor protein p53	umls:C0007137	Carcinoma, Squamous Cell	0.423449941350997	682	Biomarker	CTD_human, GAD, LHGDN, BeFree
6690	SPINK1	serine peptidase inhibitor, Kazal type 1	umls:C0030305	Pancreatitis	0.423425322847662	79	Biomarker	CTD_human, GAD, LHGDN, BeFree
1028	CDKN1C	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	umls:C0004903	Beckwith-Wiedemann Syndrome	0.423379311354581	53	Biomarker	CTD_human, MGD, LHGDN, BeFree
1312	COMT	catechol-O-methyltransferase	umls:C0030193	Pain	0.423088114203199	15	Biomarker	CTD_human, RGD, GAD, BeFree
2153	F5	coagulation factor V (proaccelerin, labile factor)	umls:C0042487	Venous Thrombosis	0.422815766276288	54	Biomarker	CTD_human, GAD, LHGDN
4312	MMP1	matrix metallopeptidase 1 (interstitial collagenase)	umls:C0024117	Pulmonary Disease, Chronic Obstructive	0.422753863863346	17	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
348	APOE	apolipoprotein E	umls:C0007222	Cardiovascular Diseases	0.422747256911561	123	Biomarker	CTD_human, GAD, LHGDN, BeFree
4852	NPY	neuropeptide Y	umls:C0001973	Alcoholism	0.42232519721157	19	Biomarker	CTD_human, RGD, GAD, BeFree
7157	TP53	tumor protein p53	umls:C0149925	Small Cell Lung Carcinoma	0.422054969916349	60	Biomarker	CTD_human, MGD, LHGDN, BeFree
4843	NOS2	nitric oxide synthase 2, inducible	umls:C0011860	Diabetes Mellitus, Type 2	0.42189388115459	10	Biomarker	CTD_human, RGD, GAD, BeFree
324	APC	adenomatous polyposis coli	umls:C0009375	Colonic Neoplasms	0.421549620298764	41	Biomarker	CTD_human, RGD, LHGDN, BeFree
7124	TNF	tumor necrosis factor	umls:C0018801	Heart Failure	0.421322446192013	32	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
2703	GJA8	gap junction protein, alpha 8, 50kDa	umls:C0086543	Cataract	0.421286754114313	29	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
6899	TBX1	T-box 1	umls:C0220704	Shprintzen syndrome	0.421197636612797	71	GeneticVariation	UNIPROT, MGD, BeFree
3479	IGF1	insulin-like growth factor 1 (somatomedin C)	umls:C0033578	Prostatic Neoplasms	0.42104427068118	14	Biomarker	CTD_human, RGD, LHGDN, BeFree
2784	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	umls:C0020538	Hypertension	0.421009332762464	91	Biomarker	CTD_human, GAD, LHGDN, BeFree
4881	NPR1	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	umls:C0020538	Hypertension	0.420926822212733	13	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter), member 4	umls:C0020542	Hypertension, Pulmonary	0.420592571872881	15	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
4524	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	umls:C0013080	Down Syndrome	0.420542324627784	51	Biomarker	CTD_human, GAD, LHGDN, BeFree
1834	DSPP	dentin sialophosphoprotein	umls:C0011436	Dentinogenesis Imperfecta	0.420523837122684	36	Biomarker	CTD_human, RGD, LHGDN, BeFree
875	CBS	cystathionine-beta-synthase	umls:C0598608	Hyperhomocysteinemia	0.420130862548609	44	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
177	AGER	advanced glycosylation end product-specific receptor	umls:C0004153	Atherosclerosis	0.420128213143405	26	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
1956	EGFR	epidermal growth factor receptor	umls:C0001418	Adenocarcinoma	0.42	464	Biomarker	CTD_human, LHGDN, BeFree
1956	EGFR	epidermal growth factor receptor	umls:C0007097	Carcinoma	0.42	244	Biomarker	CTD_human, LHGDN, BeFree
7157	TP53	tumor protein p53	umls:C0007097	Carcinoma	0.42	1211	Biomarker	CTD_human, LHGDN, BeFree
5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	umls:C2239176	Carcinoma, Hepatocellular	0.41992672059838	41	Biomarker	CTD_human, RGD, LHGDN, BeFree
4609	MYC	v-myc avian myelocytomatosis viral oncogene homolog	umls:C2239176	Carcinoma, Hepatocellular	0.4194954045414	30	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
2261	FGFR3	fibroblast growth factor receptor 3	umls:C1868678	Thanatophoric Dysplasia, Type I	0.419406287039884	66	GeneticVariation	UNIPROT, MGD, BeFree
7124	TNF	tumor necrosis factor	umls:C0027051	Myocardial Infarction	0.419232538356949	22	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
7399	USH2A	Usher syndrome 2A (autosomal recessive, mild)	umls:C0035334	Retinitis Pigmentosa	0.418898288017096	23	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
476	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	umls:C0020538	Hypertension	0.418801222299969	7	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
672	BRCA1	breast cancer 1, early onset	umls:C1458155	Breast Neoplasms	0.418583504726798	278	Biomarker	CTD_human, GAD, LHGDN, BeFree
3383	ICAM1	intercellular adhesion molecule 1	umls:C0004096	Asthma	0.418431279882416	14	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
11093	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif, 13	umls:C1268935	THROMBOTIC THROMBOCYTOPENIC PURPURA, CONGENITAL	0.4183778544586	61	GeneticVariation	UNIPROT, MGD, GAD, BeFree
5728	PTEN	phosphatase and tensin homolog	umls:C0265326	BANNAYAN-RILEY-RUVALCABA SYNDROME	0.418212053991276	63	GeneticVariation	UNIPROT, MGD, BeFree
7422	VEGFA	vascular endothelial growth factor A	umls:C0027627	Neoplasm Metastasis	0.41792721319733	287	Biomarker	CTD_human, LHGDN, BeFree
1906	EDN1	endothelin 1	umls:C0018801	Heart Failure	0.417645330734265	26	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
332	BIRC5	baculoviral IAP repeat containing 5	umls:C0038356	Stomach Neoplasms	0.417630021407883	9	Biomarker	CTD_human, RGD, LHGDN
4023	LPL	lipoprotein lipase	umls:C0020557	Hypertriglyceridemia	0.417630021407883	10	Biomarker	CTD_human, RGD, LHGDN
4023	LPL	lipoprotein lipase	umls:C0020557	Hypertriglyceridemia	0.417630021407883	10	Therapeutic	CTD_human, RGD, LHGDN
5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	umls:C0021368	Inflammation	0.417630021407883	13	Biomarker	CTD_human, RGD, LHGDN
3779	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	umls:C0020538	Hypertension	0.417512572939437	7	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
3106	HLA-B	major histocompatibility complex, class I, B	umls:C0038013	Spondylitis, Ankylosing	0.417433774853302	80	Biomarker	CTD_human, GAD, LHGDN, BeFree
4879	NPPB	natriuretic peptide B	umls:C0018801	Heart Failure	0.41740814611154	48	Biomarker	CTD_human, RGD, LHGDN, BeFree
4879	NPPB	natriuretic peptide B	umls:C0018801	Heart Failure	0.41740814611154	48	Therapeutic	CTD_human, RGD, LHGDN, BeFree
3123	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	umls:C0024141	Lupus Erythematosus, Systemic	0.417373208192824	107	Biomarker	CTD_human, GAD, LHGDN, BeFree
3060	HCRT	hypocretin (orexin) neuropeptide precursor	umls:C0027404	Narcolepsy	0.417313729799616	38	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
9378	NRXN1	neurexin 1	umls:C0004352	Autistic Disorder	0.417311080394412	25	Biomarker	CTD_human, MGD, GAD, LHGDN, BeFree
9370	ADIPOQ	adiponectin, C1Q and collagen domain containing	umls:C0021655	Insulin Resistance	0.417249706754985	8	Therapeutic	CTD_human, RGD, GAD
3172	HNF4A	hepatocyte nuclear factor 4, alpha	umls:C0011860	Diabetes Mellitus, Type 2	0.4172430998032	110	Biomarker	CTD_human, GAD, LHGDN, BeFree
4000	LMNA	lamin A/C	umls:C1449563	Primary idiopathic dilated cardiomyopathy	0.417183621409992	55	GeneticVariation	UNIPROT, MGD, GAD, BeFree
3479	IGF1	insulin-like growth factor 1 (somatomedin C)	umls:C0020538	Hypertension	0.417178322599584	12	Therapeutic	CTD_human, RGD, GAD, LHGDN, BeFree
7040	TGFB1	transforming growth factor, beta 1	umls:C0034069	Pulmonary Fibrosis	0.417145279927088	37	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
490	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1	umls:C0020538	Hypertension	0.417083906287661	13	Biomarker	CTD_human, RGD, GAD, BeFree
150	ADRA2A	adrenoceptor alpha 2A	umls:C0020538	Hypertension	0.416915456415133	8	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
3425	IDUA	iduronidase, alpha-L-	umls:C0026708	Mucopolysaccharidosis V	0.416719262680516	57	GeneticVariation	UNIPROT, MGD, BeFree
1956	EGFR	epidermal growth factor receptor	umls:C0007137	Carcinoma, Squamous Cell	0.416427511546741	207	Biomarker	CTD_human, LHGDN, BeFree
6556	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1	umls:C0041296	Tuberculosis	0.416384959520699	73	Biomarker	CTD_human, GAD, LHGDN, BeFree
5078	PAX4	paired box 4	umls:C0011860	Diabetes Mellitus, Type 2	0.416188231501205	10	Biomarker	CTD_human, RGD, GAD, BeFree
5158	PDE6B	phosphodiesterase 6B, cGMP-specific, rod, beta	umls:C0035334	Retinitis Pigmentosa	0.416188231501205	13	Biomarker	CTD_human, MGD, GAD, BeFree
1421	CRYGD	crystallin, gamma D	umls:C0086543	Cataract	0.416045463190403	24	Biomarker	CTD_human, RGD, LHGDN, BeFree
7225	TRPC6	transient receptor potential cation channel, subfamily C, member 6	umls:C0017668	Glomerulosclerosis, Focal Segmental	0.41595104687848	27	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
1909	EDNRA	endothelin receptor type A	umls:C0020538	Hypertension	0.415853981161352	16	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
8820	HESX1	HESX homeobox 1	umls:C0338503	Septo-Optic Dysplasia	0.415746904928251	24	GeneticVariation	UNIPROT, MGD, LHGDN, BeFree
1636	ACE	angiotensin I converting enzyme	umls:C1956346	Coronary Artery Disease	0.415711747135428	140	Biomarker	CTD_human, GAD, LHGDN, BeFree
773	CACNA1A	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	umls:C0752124	SPINOCEREBELLAR ATAXIA 6	0.415690830099232	43	GeneticVariation	UNIPROT, MGD, GAD, BeFree
94025	MUC16	mucin 16, cell surface associated	umls:C0919267	Ovarian Neoplasms	0.415578455055723	17	Therapeutic	CTD_human, RGD, LHGDN, BeFree
3290	HSD11B1	hydroxysteroid (11-beta) dehydrogenase 1	umls:C0028754	Obesity	0.415425314509576	22	Biomarker	CTD_human, RGD, GAD, BeFree
4524	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	umls:C0036341	Schizophrenia	0.415379559095938	57	Biomarker	CTD_human, GAD, LHGDN, BeFree
8647	ABCB11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	umls:C0008370	Cholestasis	0.415259514042252	32	Biomarker	CTD_human, RGD, GAD, BeFree
7291	TWIST1	twist family bHLH transcription factor 1	umls:C0175699	Saethre-Chotzen syndrome	0.415226471369755	52	GeneticVariation	UNIPROT, MGD, BeFree
5617	PRL	prolactin	umls:C0033375	Prolactinoma	0.415226471369755	56	Biomarker	CTD_human, RGD, BeFree
181	AGRP	agouti related protein homolog (mouse)	umls:C0028754	Obesity	0.415126756247424	19	Biomarker	CTD_human, RGD, GAD, BeFree
4282	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	umls:C0021368	Inflammation	0.415111446921043	8	Biomarker	CTD_human, RGD, LHGDN
7097	TLR2	toll-like receptor 2	umls:C0021368	Inflammation	0.415111446921043	8	Biomarker	CTD_human, RGD, LHGDN
1281	COL3A1	collagen, type III, alpha 1	umls:C0268338	EHLERS-DANLOS SYNDROME, TYPE IV, AUTOSOMAL DOMINANT	0.415093713574928	50	GeneticVariation	UNIPROT, MGD, GAD, BeFree
23435	TARDBP	TAR DNA binding protein	umls:C0002736	Amyotrophic Lateral Sclerosis	0.415028324057592	277	Biomarker	CTD_human, GAD, LHGDN, BeFree
4318	MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	umls:C0027051	Myocardial Infarction	0.414886922219495	19	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
6653	SORL1	sortilin-related receptor, L(DLR class) A repeats containing	umls:C0002395	Alzheimer Disease	0.414782442571634	61	Biomarker	CTD_human, GAD, LHGDN, BeFree
8517	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	umls:C2930820	Incontinentia pigmenti, familial male-lethal type	0.414629354845451	49	GeneticVariation	UNIPROT, MGD, BeFree
1409	CRYAA	crystallin, alpha A	umls:C0086543	Cataract	0.414552671879643	19	Biomarker	CTD_human, RGD, LHGDN, BeFree
2064	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	umls:C1458155	Breast Neoplasms	0.414204845916849	325	Biomarker	CTD_human, GAD, LHGDN, BeFree
2064	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	umls:C1458155	Breast Neoplasms	0.414204845916849	325	Therapeutic	CTD_human, GAD, LHGDN, BeFree
2798	GNRHR	gonadotropin-releasing hormone receptor	umls:C0271623	Hypogonadotropic hypogonadism	0.414198038788472	42	GeneticVariation	UNIPROT, MGD, GAD, BeFree
6439	SFTPB	surfactant protein B	umls:C0024115	Lung Diseases	0.414124005227867	26	Biomarker	CTD_human, RGD, LHGDN, BeFree
2263	FGFR2	fibroblast growth factor receptor 2	umls:C0001193	apert syndrome	0.414032238321147	49	GeneticVariation	UNIPROT, MGD, BeFree
5747	PTK2	protein tyrosine kinase 2	umls:C2239176	Carcinoma, Hepatocellular	0.413991247433039	14	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
3425	IDUA	iduronidase, alpha-L-	umls:C0086795	Hurler's syndrome	0.413899480526319	39	GeneticVariation	UNIPROT, MGD, GAD, BeFree
7428	VHL	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase	umls:C0007134	Carcinoma, Renal Cell	0.413821431087806	236	Biomarker	CTD_human, GAD, LHGDN, BeFree
348	APOE	apolipoprotein E	umls:C0026769	Multiple Sclerosis	0.413752167564095	66	Biomarker	CTD_human, GAD, LHGDN, BeFree
6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter), member 4	umls:C1269683	Depressive Disorder, Major	0.413737083623184	124	Biomarker	CTD_human, GAD, BeFree
6492	SIM1	single-minded family bHLH transcription factor 1	umls:C0028754	Obesity	0.413633964936664	11	Biomarker	CTD_human, MGD, GAD, BeFree
4137	MAPT	microtubule-associated protein tau	umls:C0030567	Parkinson Disease	0.413622059174471	80	Biomarker	CTD_human, GAD, LHGDN, BeFree
3162	HMOX1	heme oxygenase (decycling) 1	umls:C0020538	Hypertension	0.413598272858963	16	Therapeutic	CTD_human, RGD, GAD, LHGDN, BeFree
5727	PTCH1	patched 1	umls:C0025149	Medulloblastoma	0.413565230186467	39	Biomarker	CTD_human, MGD, LHGDN, BeFree
595	CCND1	cyclin D1	umls:C0033578	Prostatic Neoplasms	0.413488547220658	9	Biomarker	CTD_human, RGD, LHGDN, BeFree
217	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	umls:C0001973	Alcoholism	0.413438525361032	125	Biomarker	CTD_human, GAD, BeFree
4359	MPZ	myelin protein zero	umls:C0011195	dejerine-sottas disease	0.413435121796843	54	GeneticVariation	UNIPROT, MGD, BeFree
1906	EDN1	endothelin 1	umls:C0011860	Diabetes Mellitus, Type 2	0.41303684841236	13	Biomarker	CTD_human, RGD, GAD, BeFree
2944	GSTM1	glutathione S-transferase mu 1	umls:C0004096	Asthma	0.412986601167262	55	Biomarker	CTD_human, GAD, LHGDN, BeFree
2263	FGFR2	fibroblast growth factor receptor 2	umls:C0220658	PFEIFFER SYNDROME	0.412705247477711	38	GeneticVariation	UNIPROT, MGD, GAD, BeFree
3383	ICAM1	intercellular adhesion molecule 1	umls:C0021368	Inflammation	0.412592872434202	7	Biomarker	CTD_human, RGD, LHGDN
1836	SLC26A2	solute carrier family 26 (anion exchanger), member 2	umls:C0220726	Diastrophic dysplasia	0.412539447010387	42	Biomarker	CTD_human, MGD, BeFree
1493	CTLA4	cytotoxic T-lymphocyte-associated protein 4	umls:C0018213	Graves Disease	0.412336059219143	93	Biomarker	CTD_human, GAD, LHGDN, BeFree
4155	MBP	myelin basic protein	umls:C0014072	Encephalomyelitis, Autoimmune, Experimental	0.412240888748235	44	Biomarker	CTD_human, RGD, BeFree
3674	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	umls:C0038454	Stroke	0.412235589937827	6	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
861	RUNX1	runt-related transcription factor 1	umls:C0023467	Leukemia, Myeloid, Acute	0.412234223465122	402	Biomarker	CTD_human, GAD, LHGDN, BeFree
1906	EDN1	endothelin 1	umls:C0020542	Hypertension, Pulmonary	0.412034097392802	23	Biomarker	CTD_human, RGD, LHGDN, BeFree
7428	VHL	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase	umls:C0022665	Kidney Neoplasms	0.412034097392802	19	Biomarker	CTD_human, RGD, LHGDN, BeFree
2588	GALNS	galactosamine (N-acetyl)-6-sulfate sulfatase	umls:C0086651	Mucopolysaccharidosis, MPS-IV-A	0.411942330486083	44	GeneticVariation	UNIPROT, MGD, BeFree
348	APOE	apolipoprotein E	umls:C0010068	Coronary Disease	0.411876779425967	205	Biomarker	CTD_human, GAD, LHGDN, BeFree
2908	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	umls:C0020538	Hypertension	0.411806923286051	15	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
5617	PRL	prolactin	umls:C0020514	Hyperprolactinemia	0.411773880613555	36	Biomarker	CTD_human, RGD, LHGDN, BeFree
90	ACVR1	activin A receptor, type I	umls:C0016037	Fibrodysplasia Ossificans Progressiva	0.411643772223931	40	GeneticVariation	UNIPROT, MGD, BeFree
11005	SPINK5	serine peptidase inhibitor, Kazal type 5	umls:C0265962	Netherton Syndrome	0.411643772223931	40	Biomarker	CTD_human, MGD, BeFree
4846	NOS3	nitric oxide synthase 3 (endothelial cell)	umls:C0085580	Hypertension, Essential	0.411511014429103	27	Biomarker	CTD_human, MGD, GAD, BeFree
3156	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	umls:C0020443	Hypercholesterolemia	0.411472672946199	14	Biomarker	CTD_human, RGD, GAD, LHGDN, BeFree
2006	ELN	elastin	umls:C0003499	Aortic Stenosis, Supravalvular	0.411342564556575	20	Biomarker	CTD_human, MGD, GAD, LHGDN, BeFree
